sentence,prompt
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","Watergate is an other entity , right ? Yes ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","E. Howard Hunt is a person entity , right ? Yes ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","James Earl Ray is a person entity , right ? Yes ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","Martin Luther King Jr is a person entity , right ? Yes ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","photo analysts also concluded that a picture of is not a named entity, right ? Sure ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","analysts also concluded is not a named entity, right ? Sure ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","said the same photo analysts also concluded that is not a named entity, right ? Sure ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","photo is not a named entity, right ? Sure ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","the same photo analysts also concluded that is not a named entity, right ? Sure ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","the killing appear to show is not a named entity, right ? Sure ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","photo analysts also concluded is not a named entity, right ? Sure ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","Hunt and James Earl is not a named entity, right ? Sure ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","E. Howard Hunt and James Earl Ray , is not a named entity, right ? Sure ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","appear to show Watergate conspirator E. is not a named entity, right ? Sure ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","Chinese Foreign Ministry is an organization entity , right ? Yes ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","Beijing is a location entity , right ? Yes ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","Li Zhaoxing is a person entity , right ? Yes ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","China is a location entity , right ? Yes ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","Vietnam is a location entity , right ? Yes ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","` at is not a named entity, right ? Sure ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","at an appropriate is not a named entity, right ? Sure ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","Beijing on Thursday , spokesman Li Zhaoxing would is not a named entity, right ? Sure ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","` at an appropriate time. ' ' is not a named entity, right ? Sure ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","that China will consider direct is not a named entity, right ? Sure ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","Zhaoxing would say only that China will consider is not a named entity, right ? Sure ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","Ministry briefing in Beijing on Thursday , is not a named entity, right ? Sure ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","spokesman Li Zhaoxing would say only that is not a named entity, right ? Sure ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","in Beijing is not a named entity, right ? Sure ."
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","` ` at an appropriate time. ' is not a named entity, right ? Sure ."
"On this date : In 1735 , Paul Revere was born in Boston .","Paul Revere is a person entity , right ? Yes ."
"On this date : In 1735 , Paul Revere was born in Boston .","Boston is a location entity , right ? Yes ."
"On this date : In 1735 , Paul Revere was born in Boston .","date : In 1735 , Paul Revere was is not a named entity, right ? Sure ."
"On this date : In 1735 , Paul Revere was born in Boston .","born is not a named entity, right ? Sure ."
"On this date : In 1735 , Paul Revere was born in Boston .",": In 1735 , is not a named entity, right ? Sure ."
"On this date : In 1735 , Paul Revere was born in Boston .",", Paul Revere was born in Boston . is not a named entity, right ? Sure ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","Oswald is a person entity , right ? Yes ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","Kennedy is a person entity , right ? Yes ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","Nov. is an other entity , right ? Yes ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","` War Is Hell ' ' 80 is not a named entity, right ? Sure ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","floor of the book is not a named entity, right ? Sure ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","Nov. 22 , is not a named entity, right ? Sure ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","` ` is not a named entity, right ? Sure ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","80 minutes after shooting Kennedy from the is not a named entity, right ? Sure ."
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","from the is not a named entity, right ? Sure ."
"The injured man was being treated for stab wounds to the neck and was under police guard , said King County police spokesman Cecil Ray.","King County is a location entity , right ? Yes ."
"The injured man was being treated for stab wounds to the neck and was under police guard , said King County police spokesman Cecil Ray.","Cecil Ray. is a person entity , right ? Yes ."
"The injured man was being treated for stab wounds to the neck and was under police guard , said King County police spokesman Cecil Ray.","was under police guard , said is not a named entity, right ? Sure ."
"The injured man was being treated for stab wounds to the neck and was under police guard , said King County police spokesman Cecil Ray.","wounds to the neck and was under police is not a named entity, right ? Sure ."
"The injured man was being treated for stab wounds to the neck and was under police guard , said King County police spokesman Cecil Ray.","treated is not a named entity, right ? Sure ."
"The injured man was being treated for stab wounds to the neck and was under police guard , said King County police spokesman Cecil Ray.","was being treated for stab wounds to is not a named entity, right ? Sure ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"Jesse Jackson is a person entity , right ? Yes ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"Sunday is an other entity , right ? Yes ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"South Carolina is a location entity , right ? Yes ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"Illinois Sen. Paul Simon is a person entity , right ? Yes ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"Tuesday. is an other entity , right ? Yes ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"give him the momentum is not a named entity, right ? Sure ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"primary is not a named entity, right ? Sure ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"the momentum in his adopted home state to is not a named entity, right ? Sure ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"upset Illinois Sen. is not a named entity, right ? Sure ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"in is not a named entity, right ? Sure ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"the momentum in his adopted home is not a named entity, right ? Sure ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"may give him the momentum in is not a named entity, right ? Sure ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"may give him the is not a named entity, right ? Sure ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"Simon is not a named entity, right ? Sure ."
Jesse Jackson said Sunday that winning in his native South Carolina may give him the momentum in his adopted home state to upset Illinois Sen. Paul Simon in the primary here on Tuesday.,"his native South Carolina may is not a named entity, right ? Sure ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","Blaze is an other entity , right ? Yes ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","Paul Newman is a person entity , right ? Yes ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","Louisiana is a location entity , right ? Yes ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","Earl Long is a person entity , right ? Yes ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","Louisiana Gov. Earl Long . is not a named entity, right ? Sure ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","film about a former governor and is not a named entity, right ? Sure ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","' a film about a former is not a named entity, right ? Sure ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","` Blaze is not a named entity, right ? Sure ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","` ` Blaze , ' is not a named entity, right ? Sure ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .",", ' ' a film is not a named entity, right ? Sure ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","film about a former governor and a stripper is not a named entity, right ? Sure ."
"` ` Blaze , ' ' a film about a former governor and a stripper , will star Paul Newman as Louisiana Gov. Earl Long .","' ' a film about a former governor is not a named entity, right ? Sure ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"Qian Qichen is a person entity , right ? Yes ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"Beijing is a location entity , right ? Yes ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"XINHUA is an organization entity , right ? Yes ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"1127 GMT is an other entity , right ? Yes ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"21 Feb 94 is an other entity , right ? Yes ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"Qian Qichen Leaves Beijing is not a named entity, right ? Sure ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"South Asian Tour OW2102114194 Beijing XINHUA in is not a named entity, right ? Sure ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"Qian Qichen Leaves Beijing for South Asian Tour is not a named entity, right ? Sure ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"GMT is not a named entity, right ? Sure ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"Asian Tour OW2102114194 Beijing is not a named entity, right ? Sure ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"Beijing for South Asian is not a named entity, right ? Sure ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"Beijing for South Asian Tour is not a named entity, right ? Sure ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"Asian Tour OW2102114194 Beijing XINHUA in English 1127 is not a named entity, right ? Sure ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"Beijing XINHUA in English 1127 GMT is not a named entity, right ? Sure ."
Qian Qichen Leaves Beijing for South Asian Tour OW2102114194 Beijing XINHUA in English 1127 GMT 21 Feb 94,"Asian is not a named entity, right ? Sure ."
"In 1872 , the 30th president of the United States , Calvin Coolidge , was born in Plymouth , Vt .","United States is a location entity , right ? Yes ."
"In 1872 , the 30th president of the United States , Calvin Coolidge , was born in Plymouth , Vt .","Calvin Coolidge is a person entity , right ? Yes ."
"In 1872 , the 30th president of the United States , Calvin Coolidge , was born in Plymouth , Vt .","Plymouth , Vt is a location entity , right ? Yes ."
"In 1872 , the 30th president of the United States , Calvin Coolidge , was born in Plymouth , Vt .","president is not a named entity, right ? Sure ."
"In 1872 , the 30th president of the United States , Calvin Coolidge , was born in Plymouth , Vt .","In 1872 , the is not a named entity, right ? Sure ."
"In 1872 , the 30th president of the United States , Calvin Coolidge , was born in Plymouth , Vt .","the 30th president of the is not a named entity, right ? Sure ."
"In 1872 , the 30th president of the United States , Calvin Coolidge , was born in Plymouth , Vt .","in Plymouth is not a named entity, right ? Sure ."
