sentence,prompt
Although Danny Rose 's 50th-minute equaliser gave the Seychellois renewed hope they could not find the net again and were eliminated .,50th-minute equaliser gave the is not a named entity .
Although Danny Rose 's 50th-minute equaliser gave the Seychellois renewed hope they could not find the net again and were eliminated .,hope they could not find the net is not a named entity .
Although Danny Rose 's 50th-minute equaliser gave the Seychellois renewed hope they could not find the net again and were eliminated .,the is not a named entity .
"The Slovak police are also investigating visits by about 10 Slovak women "","" aged 17 to 22 "","" to Belgium "","" at the invitation of Dutroux .",Slovak is an other entity .
"The Slovak police are also investigating visits by about 10 Slovak women "","" aged 17 to 22 "","" to Belgium "","" at the invitation of Dutroux .",Belgium is a location entity .
"The Slovak police are also investigating visits by about 10 Slovak women "","" aged 17 to 22 "","" to Belgium "","" at the invitation of Dutroux .",Dutroux is a person entity .
"The Slovak police are also investigating visits by about 10 Slovak women "","" aged 17 to 22 "","" to Belgium "","" at the invitation of Dutroux .",aged 17 to is not a named entity .
"The Slovak police are also investigating visits by about 10 Slovak women "","" aged 17 to 22 "","" to Belgium "","" at the invitation of Dutroux .",also investigating visits by about 10 Slovak women is not a named entity .
"The Slovak police are also investigating visits by about 10 Slovak women "","" aged 17 to 22 "","" to Belgium "","" at the invitation of Dutroux .",police are also investigating is not a named entity .
"The Slovak police are also investigating visits by about 10 Slovak women "","" aged 17 to 22 "","" to Belgium "","" at the invitation of Dutroux .",""","" to Belgium "","" at is not a named entity ."
"The Slovak police are also investigating visits by about 10 Slovak women "","" aged 17 to 22 "","" to Belgium "","" at the invitation of Dutroux .",visits by is not a named entity .
"The Slovak police are also investigating visits by about 10 Slovak women "","" aged 17 to 22 "","" to Belgium "","" at the invitation of Dutroux .",The Slovak police are also is not a named entity .
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .",Western is an other entity .
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .",Croatia is a location entity .
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .",Serbia is a location entity .
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .",Yugoslavia is a location entity .
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .",Balkans is a location entity .
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .",pillars of the is not a named entity .
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .",twin pillars is not a named entity .
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .","Croatia and Serbia "","" is not a named entity ."
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .","normalisation between Croatia and Serbia "","" is not a named entity ."
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .","multinational federal Yugoslavia "","" as a crucial is not a named entity ."
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .",a lasting peace is not a named entity .
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .","of the old multinational federal Yugoslavia "","" as is not a named entity ."
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .",lasting peace in the is not a named entity .
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .","Serbia "","" twin pillars of the old is not a named entity ."
"Western powers regard diplomatic normalisation between Croatia and Serbia "","" twin pillars of the old multinational federal Yugoslavia "","" as a crucial step towards a lasting peace in the Balkans .","between Croatia and Serbia "","" twin is not a named entity ."
7. Wilfried Peeters ( Belgium ) Mapei 51,Wilfried Peeters is a person entity .
7. Wilfried Peeters ( Belgium ) Mapei 51,Belgium is a location entity .
7. Wilfried Peeters ( Belgium ) Mapei 51,Mapei is an organization entity .
7. Wilfried Peeters ( Belgium ) Mapei 51,Mapei 51 is not a named entity .
7. Wilfried Peeters ( Belgium ) Mapei 51,Peeters ( Belgium ) is not a named entity .
7. Wilfried Peeters ( Belgium ) Mapei 51,Peeters ( is not a named entity .
7. Wilfried Peeters ( Belgium ) Mapei 51,Wilfried Peeters ( Belgium ) Mapei is not a named entity .
7. Wilfried Peeters ( Belgium ) Mapei 51,Wilfried Peeters ( Belgium ) is not a named entity .
7. Wilfried Peeters ( Belgium ) Mapei 51,Wilfried is not a named entity .
Toronto 6 KANSAS CITY 2,Toronto is an organization entity .
Toronto 6 KANSAS CITY 2,KANSAS CITY is an organization entity .
Toronto 6 KANSAS CITY 2,6 KANSAS is not a named entity .
Toronto 6 KANSAS CITY 2,Toronto 6 KANSAS CITY is not a named entity .
Toronto 6 KANSAS CITY 2,Toronto 6 KANSAS is not a named entity .
Toronto 6 KANSAS CITY 2,KANSAS CITY 2 is not a named entity .
"I 'll make mine and let 's leave ( Republican House Speaker ) Newt Gingrich out of it . """"""""",Republican House is an organization entity .
"I 'll make mine and let 's leave ( Republican House Speaker ) Newt Gingrich out of it . """"""""",Newt Gingrich is a person entity .
"I 'll make mine and let 's leave ( Republican House Speaker ) Newt Gingrich out of it . """"""""",Newt Gingrich out of it . is not a named entity .
"I 'll make mine and let 's leave ( Republican House Speaker ) Newt Gingrich out of it . """"""""",Speaker ) Newt Gingrich out of it is not a named entity .
"I 'll make mine and let 's leave ( Republican House Speaker ) Newt Gingrich out of it . """"""""",'s leave is not a named entity .
"I 'll make mine and let 's leave ( Republican House Speaker ) Newt Gingrich out of it . """"""""",mine and let is not a named entity .
East Stirling 0 Albion 1,East Stirling is an organization entity .
East Stirling 0 Albion 1,Albion is an organization entity .
East Stirling 0 Albion 1,0 is not a named entity .
East Stirling 0 Albion 1,East Stirling 0 Albion 1 is not a named entity .
East Stirling 0 Albion 1,East Stirling 0 is not a named entity .
East Stirling 0 Albion 1,Stirling 0 Albion is not a named entity .
Doctors caring for Mother Teresa in a Calcutta hospital said on Saturday that her fever had fallen and her malaria was under control but she remained on a respirator in intensive care .,Mother Teresa is a person entity .
Doctors caring for Mother Teresa in a Calcutta hospital said on Saturday that her fever had fallen and her malaria was under control but she remained on a respirator in intensive care .,Calcutta is a location entity .
Doctors caring for Mother Teresa in a Calcutta hospital said on Saturday that her fever had fallen and her malaria was under control but she remained on a respirator in intensive care .,fever had fallen and her malaria is not a named entity .
Doctors caring for Mother Teresa in a Calcutta hospital said on Saturday that her fever had fallen and her malaria was under control but she remained on a respirator in intensive care .,Calcutta hospital is not a named entity .
Doctors caring for Mother Teresa in a Calcutta hospital said on Saturday that her fever had fallen and her malaria was under control but she remained on a respirator in intensive care .,Calcutta hospital said on is not a named entity .
Doctors caring for Mother Teresa in a Calcutta hospital said on Saturday that her fever had fallen and her malaria was under control but she remained on a respirator in intensive care .,malaria is not a named entity .
Ata-ur-Rehman 2 2 2 10 10no -,Ata-ur-Rehman is a person entity .
Ata-ur-Rehman 2 2 2 10 10no -,10no - is not a named entity .
Ata-ur-Rehman 2 2 2 10 10no -,2 10 is not a named entity .
Baltimore has won 16 of its last 22 games to pull within five games of the slumping New York Yankees in the American League East Division .,Baltimore is an organization entity .
Baltimore has won 16 of its last 22 games to pull within five games of the slumping New York Yankees in the American League East Division .,New York Yankees is an organization entity .
Baltimore has won 16 of its last 22 games to pull within five games of the slumping New York Yankees in the American League East Division .,American League East Division is an other entity .
Baltimore has won 16 of its last 22 games to pull within five games of the slumping New York Yankees in the American League East Division .,games of the slumping New York is not a named entity .
Baltimore has won 16 of its last 22 games to pull within five games of the slumping New York Yankees in the American League East Division .,Baltimore has won 16 of its is not a named entity .
Baltimore has won 16 of its last 22 games to pull within five games of the slumping New York Yankees in the American League East Division .,won 16 of is not a named entity .
Baltimore has won 16 of its last 22 games to pull within five games of the slumping New York Yankees in the American League East Division .,in the American is not a named entity .
Baltimore has won 16 of its last 22 games to pull within five games of the slumping New York Yankees in the American League East Division .,New York Yankees in is not a named entity .
Baltimore has won 16 of its last 22 games to pull within five games of the slumping New York Yankees in the American League East Division .,22 games to pull within five games is not a named entity .
NEW YORK 59 71 .454 23,NEW YORK is an organization entity .
NEW YORK 59 71 .454 23,59 71 .454 is not a named entity .
NEW YORK 59 71 .454 23,YORK 59 is not a named entity .
BUENOS AIRES 1996-08-26,BUENOS AIRES is a location entity .
BUENOS AIRES 1996-08-26,1996-08-26 is not a named entity .
BUENOS AIRES 1996-08-26,BUENOS is not a named entity .
NEW DELHI 1996-08-25,NEW DELHI is a location entity .
NEW DELHI 1996-08-25,NEW is not a named entity .
NEW DELHI 1996-08-25,1996-08-25 is not a named entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",Israeli is an other entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",David Levy is a person entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",Egypt is a location entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",Hosni Mubarak is a person entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",Foreign Ministry is an organization entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",said on Wednesday is not a named entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",this Sunday for talks with President Hosni Mubarak is not a named entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .","President Hosni Mubarak "","" the is not a named entity ."
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",Israeli Foreign Minister is not a named entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .","for talks with President Hosni Mubarak "","" the is not a named entity ."
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",for talks with President is not a named entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",will visit Egypt this Sunday for talks is not a named entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",this is not a named entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",for is not a named entity .
"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak "","" the Foreign Ministry said on Wednesday .",said on is not a named entity .
Brighton 3 1 0 2 2 5 3,Brighton is an organization entity .
Brighton 3 1 0 2 2 5 3,0 2 2 5 is not a named entity .
Brighton 3 1 0 2 2 5 3,3 1 0 2 2 5 is not a named entity .
"Hashimoto -- who returns from a 10-day Latin American tour on Saturday -- must call polls by mid-1997 "","" and has repeatedly said he would not call an early general election .",Hashimoto is a person entity .
"Hashimoto -- who returns from a 10-day Latin American tour on Saturday -- must call polls by mid-1997 "","" and has repeatedly said he would not call an early general election .",Latin American is an other entity .
"Hashimoto -- who returns from a 10-day Latin American tour on Saturday -- must call polls by mid-1997 "","" and has repeatedly said he would not call an early general election .",-- who is not a named entity .
"Hashimoto -- who returns from a 10-day Latin American tour on Saturday -- must call polls by mid-1997 "","" and has repeatedly said he would not call an early general election .",American tour is not a named entity .
"Hashimoto -- who returns from a 10-day Latin American tour on Saturday -- must call polls by mid-1997 "","" and has repeatedly said he would not call an early general election .",not call is not a named entity .
"Hashimoto -- who returns from a 10-day Latin American tour on Saturday -- must call polls by mid-1997 "","" and has repeatedly said he would not call an early general election .",tour is not a named entity .
ATHENS 1996-08-28,ATHENS is a location entity .
ATHENS 1996-08-28,1996-08-28 is not a named entity .
ATHENS 1996-08-28,ATHENS 1996-08-28 is not a named entity .
COLOMBO 1996-08-26,COLOMBO is a location entity .
COLOMBO 1996-08-26,1996-08-26 is not a named entity .
COLOMBO 1996-08-26,COLOMBO 1996-08-26 is not a named entity .
9. Alexandre Barros ( Brazil ) Honda 1:51.784,Alexandre Barros is a person entity .
9. Alexandre Barros ( Brazil ) Honda 1:51.784,Brazil is a location entity .
9. Alexandre Barros ( Brazil ) Honda 1:51.784,Honda is an organization entity .
9. Alexandre Barros ( Brazil ) Honda 1:51.784,1:51.784 is not a named entity .
9. Alexandre Barros ( Brazil ) Honda 1:51.784,( is not a named entity .
9. Alexandre Barros ( Brazil ) Honda 1:51.784,Alexandre is not a named entity .
9. Alexandre Barros ( Brazil ) Honda 1:51.784,( Brazil ) is not a named entity .
9. Alexandre Barros ( Brazil ) Honda 1:51.784,9. Alexandre Barros ( Brazil ) Honda is not a named entity .
9. Alexandre Barros ( Brazil ) Honda 1:51.784,Alexandre Barros ( Brazil ) Honda 1:51.784 is not a named entity .
PUT F 96.0 PCT 1.84 DEM 1.20 PCT 51.80 X,DEM is an other entity .
PUT F 96.0 PCT 1.84 DEM 1.20 PCT 51.80 X,1.84 DEM 1.20 is not a named entity .
PUT F 96.0 PCT 1.84 DEM 1.20 PCT 51.80 X,51.80 X is not a named entity .
"He said that despite the new law "","" Wisconsin will still require federal waivers allowing the working poor to acquire health care coverage from the state "","" a 60-day residency requirement for participation in the welfare program "","" and child support collections to go directly to custodial parents .",Wisconsin is a location entity .
"He said that despite the new law "","" Wisconsin will still require federal waivers allowing the working poor to acquire health care coverage from the state "","" a 60-day residency requirement for participation in the welfare program "","" and child support collections to go directly to custodial parents .",to custodial parents is not a named entity .
"He said that despite the new law "","" Wisconsin will still require federal waivers allowing the working poor to acquire health care coverage from the state "","" a 60-day residency requirement for participation in the welfare program "","" and child support collections to go directly to custodial parents .","the state "","" a 60-day residency requirement for is not a named entity ."
"-- U.S. Municipal Desk "","" 212-859-1650",U.S. Municipal Desk is an organization entity .
"-- U.S. Municipal Desk "","" 212-859-1650",Municipal Desk is not a named entity .
"-- U.S. Municipal Desk "","" 212-859-1650",Municipal is not a named entity .
PRETORIA 1996-08-27,PRETORIA is a location entity .
PRETORIA 1996-08-27,PRETORIA 1996-08-27 is not a named entity .
PRETORIA 1996-08-27,1996-08-27 is not a named entity .
( in million HK$ unless stated ),HK$ is an other entity .
( in million HK$ unless stated ),in million is not a named entity .
( in million HK$ unless stated ),stated ) is not a named entity .
CHICAGO 1996-08-28,CHICAGO is a location entity .
CHICAGO 1996-08-28,1996-08-28 is not a named entity .
CHICAGO 1996-08-28,CHICAGO 1996-08-28 is not a named entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",Partizan is an organization entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",Red Star is an organization entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",Yugoslavia is a location entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",Alba is an organization entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",Germany is a location entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",Benetton is an organization entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",Italy is a location entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",taking part in is not a named entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",continues is not a named entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",are also taking part in the event is not a named entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .","of Yugoslavia "","" Alba of Germany is not a named entity ."
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .","of Germany "","" and Benetton of Italy is not a named entity ."
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",are also taking part is not a named entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",and Red Star of is not a named entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .","Yugoslavia "","" Alba of Germany "","" is not a named entity ."
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",of is not a named entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",""","" and is not a named entity ."
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",and Benetton is not a named entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",event is not a named entity .
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",""","" is not a named entity ."
"Partizan and Red Star of Yugoslavia "","" Alba of Germany "","" and Benetton of Italy are also taking part in the event which continues until Saturday .",part in the event which continues until Saturday is not a named entity .
Salisbury 61.2 8 221 2 110.50,Salisbury is a person entity .
Salisbury 61.2 8 221 2 110.50,8 221 2 is not a named entity .
Salisbury 61.2 8 221 2 110.50,221 2 is not a named entity .
"After truce "","" Lebed faces tougher Chechen problem .",Lebed is a person entity .
"After truce "","" Lebed faces tougher Chechen problem .",Chechen is an other entity .
"After truce "","" Lebed faces tougher Chechen problem .",problem is not a named entity .
"After truce "","" Lebed faces tougher Chechen problem .","After truce "","" Lebed faces tougher Chechen problem is not a named entity ."
"After truce "","" Lebed faces tougher Chechen problem .",Lebed faces tougher Chechen is not a named entity .
"After truce "","" Lebed faces tougher Chechen problem .",faces tougher Chechen problem is not a named entity .
JAKARTA 1996-08-27,JAKARTA is a location entity .
JAKARTA 1996-08-27,1996-08-27 is not a named entity .
JAKARTA 1996-08-27,JAKARTA 1996-08-27 is not a named entity .
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",Daewoo Dacom Communications is an organization entity .
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",Poland is a location entity .
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",Ltd is an organization entity .
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",Daewoo is an organization entity .
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..","1.0 million "","" is expected to have sales is not a named entity ."
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",said on Thursday is not a named entity .
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",the year 2000 is not a named entity .
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",which was set up with an initial investment is not a named entity .
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",") Ltd "","" which was set up with is not a named entity ."
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",set is not a named entity .
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",said on Thursday .. is not a named entity .
"Daewoo Dacom Communications ( Poland ) Ltd "","" which was set up with an initial investment of $ 1.0 million "","" is expected to have sales of $ 60 million by the year 2000 "","" a Daewoo statement said on Thursday ..",Thursday .. is not a named entity .
Samsung 47 5 53 .471 14,Samsung is an organization entity .
Samsung 47 5 53 .471 14,Samsung 47 5 is not a named entity .
Samsung 47 5 53 .471 14,5 53 .471 is not a named entity .
Vitesse Arnhem 1 1 0 0 2 0 3,Vitesse Arnhem is an organization entity .
Vitesse Arnhem 1 1 0 0 2 0 3,1 0 is not a named entity .
Vitesse Arnhem 1 1 0 0 2 0 3,0 is not a named entity .
NEW YORK 1996-08-27,NEW YORK is a location entity .
NEW YORK 1996-08-27,NEW YORK 1996-08-27 is not a named entity .
NEW YORK 1996-08-27,YORK is not a named entity .
10. Germany 8.30,Germany is a location entity .
10. Germany 8.30,Germany 8.30 is not a named entity .
10. Germany 8.30,10. is not a named entity .
Nasser Hussain 2 3 0 111 51 37.00,Nasser Hussain is a person entity .
Nasser Hussain 2 3 0 111 51 37.00,3 0 111 is not a named entity .
Nasser Hussain 2 3 0 111 51 37.00,2 3 0 is not a named entity .
HONG KONG 1996-08-28,HONG KONG is a location entity .
HONG KONG 1996-08-28,KONG is not a named entity .
HONG KONG 1996-08-28,HONG is not a named entity .
"BioVest Research "","" Inc 's analyst Eddie Hedaya said "","" """""""" Berlex sales are losing share like mad ...","BioVest Research "","" Inc is an organization entity ."
"BioVest Research "","" Inc 's analyst Eddie Hedaya said "","" """""""" Berlex sales are losing share like mad ...",Eddie Hedaya is a person entity .
"BioVest Research "","" Inc 's analyst Eddie Hedaya said "","" """""""" Berlex sales are losing share like mad ...",Berlex is an organization entity .
"BioVest Research "","" Inc 's analyst Eddie Hedaya said "","" """""""" Berlex sales are losing share like mad ...",'s analyst Eddie Hedaya is not a named entity .
"BioVest Research "","" Inc 's analyst Eddie Hedaya said "","" """""""" Berlex sales are losing share like mad ...",Berlex sales is not a named entity .
"BioVest Research "","" Inc 's analyst Eddie Hedaya said "","" """""""" Berlex sales are losing share like mad ...",""","" """""""" Berlex is not a named entity ."
"BioVest Research "","" Inc 's analyst Eddie Hedaya said "","" """""""" Berlex sales are losing share like mad ...","said "","" """""""" Berlex sales are losing share is not a named entity ."
"BioVest Research "","" Inc 's analyst Eddie Hedaya said "","" """""""" Berlex sales are losing share like mad ...",mad ... is not a named entity .
