sentence,prompt
"Nigeria would not object to a visit by Commonwealth officials but insists its suspension from the organisation be resolved before any other questions are addressed "","" Foreign Minister Tom Ikimi said on Thursday .",Ikimi said on Thursday is not a named entity .
"Nigeria would not object to a visit by Commonwealth officials but insists its suspension from the organisation be resolved before any other questions are addressed "","" Foreign Minister Tom Ikimi said on Thursday .","other questions are addressed "","" Foreign Minister Tom is not a named entity ."
"Nigeria would not object to a visit by Commonwealth officials but insists its suspension from the organisation be resolved before any other questions are addressed "","" Foreign Minister Tom Ikimi said on Thursday .",by Commonwealth officials is not a named entity .
"Nigeria would not object to a visit by Commonwealth officials but insists its suspension from the organisation be resolved before any other questions are addressed "","" Foreign Minister Tom Ikimi said on Thursday .",organisation be is not a named entity .
"Nigeria would not object to a visit by Commonwealth officials but insists its suspension from the organisation be resolved before any other questions are addressed "","" Foreign Minister Tom Ikimi said on Thursday .",from the organisation be resolved before any other is not a named entity .
Costa Rica and Chile,Costa Rica is a/an location entity .
Costa Rica and Chile,Chile is a/an location entity .
Costa Rica and Chile,Costa Rica and is not a named entity .
Costa Rica and Chile,Costa is not a named entity .
Costa Rica and Chile,Rica is not a named entity .
Costa Rica and Chile,and Chile is not a named entity .
Berwick 0 Stenhousemuir 6,Berwick is a/an organization entity .
Berwick 0 Stenhousemuir 6,Stenhousemuir is a/an organization entity .
Berwick 0 Stenhousemuir 6,Berwick 0 Stenhousemuir 6 is not a named entity .
Berwick 0 Stenhousemuir 6,Berwick 0 is not a named entity .
Berwick 0 Stenhousemuir 6,0 is not a named entity .
Berwick 0 Stenhousemuir 6,0 Stenhousemuir is not a named entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",Star magazine is a/an organization entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",New York Post is a/an organization entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",Washington is a/an location entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",Clinton is a/an person entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",weekly basis while visiting Washington is not a named entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",a report in the weekly is not a named entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",prostitute on a weekly is not a named entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",in Thursday 's is not a named entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",adviser had hired is not a named entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",Star is not a named entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",report in the weekly supermarket tabloid Star is not a named entity .
"The announcement followed a report in the weekly supermarket tabloid Star magazine "","" reprinted in Thursday 's editions of the New York Post "","" that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .",Clinton on his is not a named entity .
Thirty killed as floods plunge Lahore into chaos .,Lahore is a/an location entity .
Thirty killed as floods plunge Lahore into chaos .,as floods plunge Lahore is not a named entity .
Thirty killed as floods plunge Lahore into chaos .,as is not a named entity .
""""""""" The fundamental problem we have with the Commonwealth is our unfair suspension .",Commonwealth is a/an organization entity .
""""""""" The fundamental problem we have with the Commonwealth is our unfair suspension .",""""""""" The fundamental problem we have with is not a named entity ."
""""""""" The fundamental problem we have with the Commonwealth is our unfair suspension .",problem we have with the Commonwealth is is not a named entity .
"The boat ran out of fuel and did not have a radio to call for help "","" Navy spokesman Lt. Italo Pineda said .",Navy is a/an organization entity .
"The boat ran out of fuel and did not have a radio to call for help "","" Navy spokesman Lt. Italo Pineda said .",Italo Pineda is a/an person entity .
"The boat ran out of fuel and did not have a radio to call for help "","" Navy spokesman Lt. Italo Pineda said .",radio to call is not a named entity .
"The boat ran out of fuel and did not have a radio to call for help "","" Navy spokesman Lt. Italo Pineda said .",not have a radio is not a named entity .
"The boat ran out of fuel and did not have a radio to call for help "","" Navy spokesman Lt. Italo Pineda said .",ran out is not a named entity .
"The boat ran out of fuel and did not have a radio to call for help "","" Navy spokesman Lt. Italo Pineda said .",fuel and did not is not a named entity .
"Estonia will hold the next round of an inconclusive state presidential race on September 20 "","" parliamentary officers of the Baltic state ruled on Wednesday .",Estonia is a/an location entity .
"Estonia will hold the next round of an inconclusive state presidential race on September 20 "","" parliamentary officers of the Baltic state ruled on Wednesday .",Baltic is a/an other entity .
"Estonia will hold the next round of an inconclusive state presidential race on September 20 "","" parliamentary officers of the Baltic state ruled on Wednesday .","on September 20 "","" parliamentary is not a named entity ."
"Estonia will hold the next round of an inconclusive state presidential race on September 20 "","" parliamentary officers of the Baltic state ruled on Wednesday .",. is not a named entity .
"Estonia will hold the next round of an inconclusive state presidential race on September 20 "","" parliamentary officers of the Baltic state ruled on Wednesday .",officers of the is not a named entity .
"Estonia will hold the next round of an inconclusive state presidential race on September 20 "","" parliamentary officers of the Baltic state ruled on Wednesday .",Estonia will hold the next is not a named entity .
Hanwha 12 Ssangbangwool 5,Hanwha is a/an organization entity .
Hanwha 12 Ssangbangwool 5,Ssangbangwool is a/an organization entity .
Hanwha 12 Ssangbangwool 5,5 is not a named entity .
Hanwha 12 Ssangbangwool 5,12 Ssangbangwool 5 is not a named entity .
Hanwha 12 Ssangbangwool 5,12 is not a named entity .
Hanwha 12 Ssangbangwool 5,Hanwha 12 Ssangbangwool is not a named entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",Peres is a/an person entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",Arafat is a/an person entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",Erez is a/an location entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",Gaza is a/an location entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",Ramallah is a/an location entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",meeting between Peres and Arafat will is not a named entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",in Gaza and not in Ramallah as is not a named entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",said . is not a named entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",said is not a named entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",take place at is not a named entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",""","" """""""" Peres ' office said is not a named entity ."
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .","as planned "","" is not a named entity ."
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",at Erez checkpoint in Gaza and is not a named entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .",Peres and Arafat will take place at Erez is not a named entity .
""""""""" The meeting between Peres and Arafat will take place at Erez checkpoint in Gaza and not in Ramallah as planned "","" """""""" Peres ' office said .","Gaza and not in Ramallah as planned "","" is not a named entity ."
Afghan guerrilla factions have been locked in a bloody power struggle since the fall of the communist government in April 1992 .,Afghan is a/an other entity .
Afghan guerrilla factions have been locked in a bloody power struggle since the fall of the communist government in April 1992 .,struggle since the fall of the is not a named entity .
Afghan guerrilla factions have been locked in a bloody power struggle since the fall of the communist government in April 1992 .,struggle is not a named entity .
Wigan 22 19 1 2 902 326 39,Wigan is a/an organization entity .
Wigan 22 19 1 2 902 326 39,1 2 902 is not a named entity .
Wigan 22 19 1 2 902 326 39,2 902 is not a named entity .
Dogs fierce enough to scare off burglars are becoming increasingly popular in the crime-infested Johannesburg area .,Johannesburg is a/an location entity .
Dogs fierce enough to scare off burglars are becoming increasingly popular in the crime-infested Johannesburg area .,increasingly popular is not a named entity .
Dogs fierce enough to scare off burglars are becoming increasingly popular in the crime-infested Johannesburg area .,Dogs fierce is not a named entity .
""""""""" We are in the late stages of the weaker period of the market "","" and as we get to the post Labor Day market we will start to see more consumer interest and the demand side of the market will start to firm prices up "","" """""""" said William O'Neill of Merrill Lynch .",Labor Day is a/an other entity .
""""""""" We are in the late stages of the weaker period of the market "","" and as we get to the post Labor Day market we will start to see more consumer interest and the demand side of the market will start to firm prices up "","" """""""" said William O'Neill of Merrill Lynch .",William O'Neill is a/an person entity .
""""""""" We are in the late stages of the weaker period of the market "","" and as we get to the post Labor Day market we will start to see more consumer interest and the demand side of the market will start to firm prices up "","" """""""" said William O'Neill of Merrill Lynch .",Merrill Lynch is a/an organization entity .
""""""""" We are in the late stages of the weaker period of the market "","" and as we get to the post Labor Day market we will start to see more consumer interest and the demand side of the market will start to firm prices up "","" """""""" said William O'Neill of Merrill Lynch .",in the late stages of is not a named entity .
""""""""" We are in the late stages of the weaker period of the market "","" and as we get to the post Labor Day market we will start to see more consumer interest and the demand side of the market will start to firm prices up "","" """""""" said William O'Neill of Merrill Lynch .",We are in is not a named entity .
""""""""" We are in the late stages of the weaker period of the market "","" and as we get to the post Labor Day market we will start to see more consumer interest and the demand side of the market will start to firm prices up "","" """""""" said William O'Neill of Merrill Lynch .",we get to the post Labor Day market is not a named entity .
""""""""" We are in the late stages of the weaker period of the market "","" and as we get to the post Labor Day market we will start to see more consumer interest and the demand side of the market will start to firm prices up "","" """""""" said William O'Neill of Merrill Lynch .",will start to firm prices is not a named entity .
""""""""" We are in the late stages of the weaker period of the market "","" and as we get to the post Labor Day market we will start to see more consumer interest and the demand side of the market will start to firm prices up "","" """""""" said William O'Neill of Merrill Lynch .",to the post is not a named entity .
""""""""" We are in the late stages of the weaker period of the market "","" and as we get to the post Labor Day market we will start to see more consumer interest and the demand side of the market will start to firm prices up "","" """""""" said William O'Neill of Merrill Lynch .",to see more consumer interest and the demand is not a named entity .
Port Vale 3 0 2 1 2 4 2,Port Vale is a/an organization entity .
Port Vale 3 0 2 1 2 4 2,3 0 2 1 2 4 is not a named entity .
Port Vale 3 0 2 1 2 4 2,Port Vale 3 is not a named entity .
NEW YORK 1996-08-29,NEW YORK is a/an location entity .
NEW YORK 1996-08-29,YORK is not a named entity .
NEW YORK 1996-08-29,1996-08-29 is not a named entity .
He then drove 40 kms back to play for the second XI to learn that John Stephenson had dropped out of the Middlesex match in the meantime with a shoulder injury .,John Stephenson is a/an person entity .
He then drove 40 kms back to play for the second XI to learn that John Stephenson had dropped out of the Middlesex match in the meantime with a shoulder injury .,Middlesex is a/an organization entity .
He then drove 40 kms back to play for the second XI to learn that John Stephenson had dropped out of the Middlesex match in the meantime with a shoulder injury .,match in is not a named entity .
He then drove 40 kms back to play for the second XI to learn that John Stephenson had dropped out of the Middlesex match in the meantime with a shoulder injury .,out of the Middlesex is not a named entity .
He then drove 40 kms back to play for the second XI to learn that John Stephenson had dropped out of the Middlesex match in the meantime with a shoulder injury .,John Stephenson had dropped out is not a named entity .
He then drove 40 kms back to play for the second XI to learn that John Stephenson had dropped out of the Middlesex match in the meantime with a shoulder injury .,40 kms back to is not a named entity .
"Copper scrap "","" Midwest and East coast average price "",""",Midwest is a/an location entity .
"Copper scrap "","" Midwest and East coast average price "",""",East coast is a/an location entity .
"Copper scrap "","" Midwest and East coast average price "",""",Midwest and is not a named entity .
"Copper scrap "","" Midwest and East coast average price "",""",East coast average price is not a named entity .
"Copper scrap "","" Midwest and East coast average price "",""",and is not a named entity .
"Copper scrap "","" Midwest and East coast average price "",""","scrap "","" Midwest and East coast average price is not a named entity ."
CHICAGO AT ATLANTA,CHICAGO is a/an organization entity .
CHICAGO AT ATLANTA,ATLANTA is a/an location entity .
CHICAGO AT ATLANTA,AT ATLANTA is not a named entity .
CHICAGO AT ATLANTA,AT is not a named entity .
CHICAGO AT ATLANTA,CHICAGO AT ATLANTA is not a named entity .
CHICAGO AT ATLANTA,CHICAGO AT is not a named entity .
"At issue was a May 20 agreement allowing Iraq to sell $ 2 billion worth of oil to purchase badly needed food "","" medicine and other supplies to ease the impact of sanctions in force since its troops invaded Kuwait in August 1990 .",Iraq is a/an location entity .
"At issue was a May 20 agreement allowing Iraq to sell $ 2 billion worth of oil to purchase badly needed food "","" medicine and other supplies to ease the impact of sanctions in force since its troops invaded Kuwait in August 1990 .",Kuwait is a/an location entity .
"At issue was a May 20 agreement allowing Iraq to sell $ 2 billion worth of oil to purchase badly needed food "","" medicine and other supplies to ease the impact of sanctions in force since its troops invaded Kuwait in August 1990 .",ease the impact is not a named entity .
"At issue was a May 20 agreement allowing Iraq to sell $ 2 billion worth of oil to purchase badly needed food "","" medicine and other supplies to ease the impact of sanctions in force since its troops invaded Kuwait in August 1990 .",in August 1990 is not a named entity .
"At issue was a May 20 agreement allowing Iraq to sell $ 2 billion worth of oil to purchase badly needed food "","" medicine and other supplies to ease the impact of sanctions in force since its troops invaded Kuwait in August 1990 .",badly needed food is not a named entity .
"At issue was a May 20 agreement allowing Iraq to sell $ 2 billion worth of oil to purchase badly needed food "","" medicine and other supplies to ease the impact of sanctions in force since its troops invaded Kuwait in August 1990 .",was a May is not a named entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,Nijmeh is a/an organization entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,Lebanon is a/an location entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,Nasr is a/an organization entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,Saudi Arabia is a/an location entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,Asian is a/an other entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,beat Nasr of Saudi is not a named entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,Asian club championship second round first is not a named entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,of Lebanon beat Nasr of is not a named entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,beat Nasr is not a named entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,of Saudi Arabia 1-0 ( halftime 1-0 ) is not a named entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,round is not a named entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,in their is not a named entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,second round first leg tie on is not a named entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,1-0 ) in their Asian club championship is not a named entity .
Nijmeh of Lebanon beat Nasr of Saudi Arabia 1-0 ( halftime 1-0 ) in their Asian club championship second round first leg tie on Saturday .,second round first leg tie on Saturday is not a named entity .
Aston Villa 3 2 0 1 4 2 6,Aston Villa is a/an organization entity .
Aston Villa 3 2 0 1 4 2 6,Aston Villa 3 is not a named entity .
Aston Villa 3 2 0 1 4 2 6,4 is not a named entity .
6. Thomas Radstrom ( Sweden ) Toyota Celica 4.09,Thomas Radstrom is a/an person entity .
6. Thomas Radstrom ( Sweden ) Toyota Celica 4.09,Sweden is a/an location entity .
6. Thomas Radstrom ( Sweden ) Toyota Celica 4.09,Toyota Celica is a/an other entity .
6. Thomas Radstrom ( Sweden ) Toyota Celica 4.09,Thomas Radstrom ( Sweden ) Toyota Celica is not a named entity .
6. Thomas Radstrom ( Sweden ) Toyota Celica 4.09,Thomas is not a named entity .
6. Thomas Radstrom ( Sweden ) Toyota Celica 4.09,Radstrom ( Sweden ) is not a named entity .
6. Thomas Radstrom ( Sweden ) Toyota Celica 4.09,Radstrom ( Sweden ) Toyota is not a named entity .
6. Thomas Radstrom ( Sweden ) Toyota Celica 4.09,Toyota is not a named entity .
6. Thomas Radstrom ( Sweden ) Toyota Celica 4.09,) Toyota Celica 4.09 is not a named entity .
"A year later "","" the Vatican announced she was stepping down as Superior of her Missionaries of Charity order .",Vatican is a/an location entity .
"A year later "","" the Vatican announced she was stepping down as Superior of her Missionaries of Charity order .",Missionaries of Charity is a/an organization entity .
"A year later "","" the Vatican announced she was stepping down as Superior of her Missionaries of Charity order .",year later is not a named entity .
"A year later "","" the Vatican announced she was stepping down as Superior of her Missionaries of Charity order .",as Superior of her Missionaries of Charity order is not a named entity .
"A year later "","" the Vatican announced she was stepping down as Superior of her Missionaries of Charity order .",Vatican announced she was is not a named entity .
"A year later "","" the Vatican announced she was stepping down as Superior of her Missionaries of Charity order .",stepping down as Superior of her Missionaries is not a named entity .
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .",Sardinia is a/an location entity .
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .",Corsica is a/an location entity .
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .",Cyprus is a/an location entity .
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .",Cimicchi is a/an person entity .
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .",then is not a named entity .
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .",""""""""" Cimicchi told reporters on is not a named entity ."
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .","annexation of Sardinia "","" Corsica and is not a named entity ."
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .","Sardinia "","" Corsica is not a named entity ."
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .",""","" Corsica and Cyprus "","" """""""" Cimicchi is not a named entity ."
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .","and Cyprus "","" """""""" Cimicchi told reporters is not a named entity ."
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .",the annexation is not a named entity .
""""""""" We will then proceed with the annexation of Sardinia "","" Corsica and Cyprus "","" """""""" Cimicchi told reporters on Saturday .",""""""""" We will then proceed with the is not a named entity ."
""""""""" Although the final draft of the treaty probably did n't totally satisfy any country "","" it was in general balanced "","" """""""" the official People 's Daily newspaper said in a commentary .",People 's Daily is a/an organization entity .
""""""""" Although the final draft of the treaty probably did n't totally satisfy any country "","" it was in general balanced "","" """""""" the official People 's Daily newspaper said in a commentary .",official People 's Daily newspaper is not a named entity .
""""""""" Although the final draft of the treaty probably did n't totally satisfy any country "","" it was in general balanced "","" """""""" the official People 's Daily newspaper said in a commentary .",in a is not a named entity .
DIVAINA,DIVAINA is a/an organization entity .
5. Heinz-Harald Frentzen ( Germany ) 1:54.984,Heinz-Harald Frentzen is a/an person entity .
5. Heinz-Harald Frentzen ( Germany ) 1:54.984,Germany is a/an location entity .
5. Heinz-Harald Frentzen ( Germany ) 1:54.984,Frentzen is not a named entity .
5. Heinz-Harald Frentzen ( Germany ) 1:54.984,Frentzen ( Germany ) 1:54.984 is not a named entity .
5. Heinz-Harald Frentzen ( Germany ) 1:54.984,( Germany ) is not a named entity .
5. Heinz-Harald Frentzen ( Germany ) 1:54.984,Heinz-Harald Frentzen ( Germany ) 1:54.984 is not a named entity .
Waqar Younis 4-95 ),Waqar Younis is a/an person entity .
Waqar Younis 4-95 ),Waqar Younis 4-95 ) is not a named entity .
Waqar Younis 4-95 ),Younis 4-95 ) is not a named entity .
"Estonia 's parliament failed for a second time to elect a president on Tuesday "","" dealing a blow to incumbent Lennart Meri and pushing the country towards stalemate in its choice of a new head of state .",Estonia is a/an location entity .
"Estonia 's parliament failed for a second time to elect a president on Tuesday "","" dealing a blow to incumbent Lennart Meri and pushing the country towards stalemate in its choice of a new head of state .",Lennart Meri is a/an person entity .
"Estonia 's parliament failed for a second time to elect a president on Tuesday "","" dealing a blow to incumbent Lennart Meri and pushing the country towards stalemate in its choice of a new head of state .",. is not a named entity .
"Estonia 's parliament failed for a second time to elect a president on Tuesday "","" dealing a blow to incumbent Lennart Meri and pushing the country towards stalemate in its choice of a new head of state .","elect a president on Tuesday "","" dealing is not a named entity ."
"Estonia 's parliament failed for a second time to elect a president on Tuesday "","" dealing a blow to incumbent Lennart Meri and pushing the country towards stalemate in its choice of a new head of state .",elect a president on Tuesday is not a named entity .
"Estonia 's parliament failed for a second time to elect a president on Tuesday "","" dealing a blow to incumbent Lennart Meri and pushing the country towards stalemate in its choice of a new head of state .",choice of a is not a named entity .
Kong Open on Wednesday ( prefix denotes seeding ) :,Kong Open is a/an other entity .
Kong Open on Wednesday ( prefix denotes seeding ) :,on Wednesday ( prefix is not a named entity .
Kong Open on Wednesday ( prefix denotes seeding ) :,Kong Open on Wednesday ( prefix denotes is not a named entity .
The trip will be Levy 's first to an Arab state as a minister in Prime Minister Benjamin Netanyahu 's government .,Levy is a/an person entity .
